player_id,teamName,firstName,lastName,vitals_Face ID,vitals_Play Type 2,vitals_Portrait ID,vitals_Headshot ID,vitals_Position,vitals_Secondary Position,vitals_Play Type 1,vitals_Play Initiator,vitals_Play Type 3,vitals_Play Type 4,vitals_Used Retirement Grace,vitals_Contract Thought,attributes_Intangibles,attributes_Driving Layup,attributes_Draw Foul,attributes_Left Foot Durability,attributes_Post Fade,attributes_3pt Shot,attributes_Post Hook,attributes_Interior Defense,attributes_Post Moves,attributes_Close Shot,attributes_Midrange Shot,attributes_Right Hip Durability,attributes_Vertical,attributes_Free Throw,attributes_Ball Control,attributes_Passing IQ,attributes_Right Elbow Durability,attributes_Pass Accuracy,attributes_Right Knee Durability,attributes_Offensive Rebound,attributes_Standing Dunk,attributes_Driving Dunk,attributes_Shot IQ,attributes_Agility,attributes_Passing Vision,attributes_Hands,attributes_Defensive Rebound,attributes_Speed,attributes_Perimeter Defense,attributes_Block,attributes_Offensive Consistency,attributes_Steal,attributes_Right Ankle Durability,attributes_Speed with Ball,attributes_Strength,attributes_Stamina,attributes_Left Ankle Durability,attributes_Left Knee Durability,attributes_Hustle,attributes_Pass Perception,attributes_Defensive Consistency,attributes_Help Defense IQ,attributes_Potential,attributes_Head Durability,attributes_Left Shoulder Durability,attributes_Right Shoulder Durability,attributes_Right Foot Durability,attributes_Left Elbow Durability,attributes_Left Hand Durability,attributes_Right Hand Durability,attributes_Left Hip Durability,attributes_Miscanellous Durability,badges_Rise Up,badges_Ankle Assassin,badges_Float Game,badges_Challenger,badges_Posterizer,badges_Physical Finisher,badges_Off-Ball Pest,badges_Limitless Range,badges_Layup Mixmaster,badges_Aerial Wizard,badges_Hook Specialist,badges_Pick Dodger,badges_Paint Prodigy,badges_Laid Back,badges_Post Powerhouse,badges_Boxout Beast,badges_On-Ball Menace,badges_Post-Up Poet,badges_Post Fade Phenom,badges_Deadeye,badges_Dimer,badges_Slippery Off-Ball,badges_Mini Marksman,badges_Set Shot Specialist,badges_Shifty Shooter,badges_Reserved,badges_Bail Out,badges_Break Starter,badges_Finance Savvy,badges_Handles for Days,badges_Expressive,badges_Keep It Real,badges_Unpluckable,badges_Rebound Chaser,badges_High-Flying Denier,badges_Versatile Visionary,badges_Extremely Confident,badges_Lightning Launch,badges_Strong Handle,badges_Post Lockdown,badges_Brick Wall,badges_Glove,badges_Interceptor,badges_Pogo Stick,badges_Paint Patroller,badges_Immovable Enforcer,badges_Friendly,badges_Enforcer,badges_Team Player,badges_Pat My Back,badges_Work Ethic,badges_Unpredictable,badges_Media Ringmaster,badges_Warm Weather Fan,badges_Alpha Dog,tendencies_Contested Jumper Mid,tendencies_Spot Up Shot Mid,tendencies_Off Screen Shot Mid,tendencies_Crash,tendencies_Contested Jumper 3pt,tendencies_Driving Step Back,tendencies_Shot Close,tendencies_Drive Pull Up Mid,tendencies_Setup With Sizeup,tendencies_Driving Dunk Tendency,tendencies_Drive Pull Up 3pt,tendencies_Shot Close Left,tendencies_Spot Up Shot 3pt,tendencies_Off Screen Shot 3pt,tendencies_Shot Close Middle,tendencies_Shot Close Right,tendencies_Shot Mid Center,tendencies_Shot Mid Left,tendencies_Shot Mid Left Center,tendencies_Shot Mid Right,tendencies_Dish To Open Man,tendencies_Shot Mid Right Center,tendencies_Standing Dunk Tendency,tendencies_Shot Mid,tendencies_Driving Spin,tendencies_Shot 3pt,tendencies_Stepback Jumper Mid,tendencies_Shot 3pt Center,tendencies_Euro Step Layup,tendencies_Shot 3pt Left,tendencies_Shot 3pt Left Center,tendencies_Spin Layup,tendencies_Shot 3pt Right,tendencies_Shot 3pt Right Center,tendencies_Shot Under Basket,tendencies_Spin Jumper Tendency,tendencies_Step Through Shot,tendencies_Off Screen Drive,tendencies_Spot Up Drive,tendencies_Stepback Jumper 3pt,tendencies_Driving Layup Tendency,tendencies_Transition Pull Up 3pt,tendencies_Use Glass,tendencies_Triple Threat Jab Step,tendencies_Touches,tendencies_Flashy Dunk,tendencies_Drive Right,tendencies_Alley-Oop,tendencies_Driving Double Crossover,tendencies_Transition Spot Up,tendencies_Putback Dunk,tendencies_Hop Step Layup,tendencies_No Setup Dribble,tendencies_Floater,tendencies_Triple Threat Pump Fake,tendencies_Triple Threat Idle,tendencies_Pass Interception,tendencies_Driving Dribble Hesitation,tendencies_Setup With Hesitation,tendencies_Triple Threat Shoot,tendencies_Drive,tendencies_On Ball Steal,tendencies_Driving Behind The Back,tendencies_Driving Crossover,tendencies_Driving Half Spin,tendencies_Driving In And Out,tendencies_No Driving Dribble Move,tendencies_Attack Strong On Drive,tendencies_Flashy Pass,tendencies_Alley Oop Pass,tendencies_Post Up,tendencies_Post Shimmy Shot,tendencies_Post Face Up,tendencies_Post Back Down,tendencies_Post Aggressive Backdown,tendencies_Shoot From Post,tendencies_Post Hook Left,tendencies_Post Hook Right,tendencies_Post Fade Left,tendencies_Post Fade Right,tendencies_Post Up And Under,tendencies_Post Hop Shot Tendency,tendencies_Post Step Back Shot,tendencies_Post Drive,tendencies_Post Spin,tendencies_Post Drop Step,tendencies_Post Hop Step,tendencies_Shoot,tendencies_Roll Vs Pop,tendencies_Iso Vs Elite Defender,tendencies_Iso Vs Good Defender,tendencies_Iso Vs Average Defender,tendencies_Iso Vs Poor Defender,tendencies_Play Discipline,tendencies_Take Charge,tendencies_Contest Shot,tendencies_Block Shot,tendencies_Foul,tendencies_Hard Foul
2011,Current Philippines,Gil,Pacquaio,1,Isolation,31026,0,SF,SG,P&R Ball Handler,Yes,3 PT,Handoff Receiver,0,0,68,87,80,82,34,67,25,42,35,92,73,82,84,79,84,80,84,76,83,40,25,74,80,67,67,95,45,74,62,29,75,33,82,73,51,78,84,82,74,48,34,52,79,85,84,82,81,82,75,80,81,85,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,50,25,40,50,70,99,25,75,99,24,95,65,41,35,0,38,12,12,45,38,40,3,20,83,50,19,30,24,24,55,13,20,31,25,30,15,50,55,40,12,10,55,90,25,60,30,0,75,40,50,25,65,55,25,45,35,50,25,95,20,10,15,0,10,75,55,35,55,5,0,0,0,55,10,25,5,35,20,0,0,0,5,5,0,0,85,15,5,10,25,45,25,5,45,5,44,50
2012,Current Philippines,Jhohnny,Ruiz,1,Handoff Receiver,31027,26761,PF,N/A,P&R Ball Handler,Yes,Isolation,Cutter,0,0,50,73,58,25,28,71,48,64,55,88,87,25,52,74,71,70,25,55,25,37,50,60,65,56,78,50,63,76,64,62,64,74,25,74,47,79,25,25,73,81,80,71,73,25,25,25,25,25,25,25,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,45,55,40,38,95,42,23,15,8,31,41,29,43,25,20,20,17,23,48,19,0,20,4,20,35,23,29,7,14,43,8,48,35,24,0,62,57,29,27,12,14,87,75,15,70,5,15,0,4,28,21,59,20,20,46,26,20,76,56,42,23,34,11,14,52,26,25,23,12,0,20,8,4,65,0,5,40,27,0,15,29,16,0,0,0,78,0,0,5,61,85,46,2,70,22,42,14
2013,Current Philippines,John Rey,Alvarez,1,Post Up High,31028,26759,C,SF,Isolation,Yes,P&R Roll Man,Cutter,0,0,55,54,70,85,51,70,29,54,49,83,81,85,66,77,68,55,85,67,85,48,45,55,83,58,42,64,36,77,56,70,60,85,85,74,61,95,85,85,75,78,76,61,73,85,85,85,85,85,85,85,85,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50,61,42,54,6,36,80,41,21,55,8,26,49,47,45,27,15,20,13,32,48,19,0,80,5,20,33,25,26,7,15,41,9,43,40,28,0,53,69,28,31,15,11,75,85,55,61,4,11,0,4,34,19,71,20,25,43,34,19,67,67,40,19,27,14,15,45,26,23,24,11,0,15,9,5,69,0,4,36,29,0,17,34,19,0,0,0,78,0,0,5,62,84,48,2,56,19,48,8
2014,Current Philippines,Teodoro,Garcia,1,P&R Roll Man,31029,26764,C,PF,Post Up Low,Yes,N/A,N/A,0,0,50,54,74,85,85,74,82,84,77,85,82,85,58,81,57,54,85,53,85,69,75,65,69,70,68,40,72,64,31,67,78,36,85,63,56,79,85,85,69,56,70,38,75,85,85,85,85,85,85,85,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,46,55,5,35,80,15,25,65,5,31,42,47,41,27,16,26,13,24,49,19,75,80,5,20,15,22,25,7,8,51,7,55,59,29,0,66,56,5,34,15,11,15,85,65,64,5,14,0,5,26,19,0,23,21,45,29,19,15,60,38,24,26,12,12,53,23,21,28,14,0,15,10,5,59,0,5,33,29,0,17,31,20,0,0,0,61,0,0,5,62,79,39,2,62,23,39,17
2015,Current Philippines,Rommel,Gonzalez,1,Cutter,31030,26769,SF,N/A,P&R Wing,Yes,N/A,N/A,0,0,30,66,52,80,33,82,40,25,36,65,72,80,69,75,69,80,80,74,80,39,35,70,87,89,67,73,31,70,72,25,61,81,80,65,26,80,80,80,74,74,71,62,72,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,63,54,45,15,38,0,5,20,70,15,30,48,45,37,32,11,30,21,21,39,15,0,20,5,80,5,25,30,8,8,47,5,52,61,23,0,64,55,15,32,13,11,55,60,70,67,4,13,0,5,29,23,0,19,21,37,33,20,55,66,34,21,33,12,12,47,24,24,23,12,0,16,9,5,57,0,5,38,31,0,15,27,18,0,0,0,73,0,0,5,57,68,46,2,65,23,70,26
2016,Current Philippines,Emanual,Umali,1,Mid Range,31031,26763,PG,SG,P&R Ball Handler,Yes,N/A,N/A,0,0,45,61,72,96,48,78,40,45,38,70,80,96,58,77,82,69,96,69,96,41,35,55,62,63,71,68,32,72,56,44,68,68,96,70,43,79,96,96,44,45,67,41,70,96,96,96,96,96,96,96,96,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,50,42,42,5,39,20,15,25,55,5,28,50,32,46,25,12,29,14,20,38,24,0,80,4,20,15,28,30,7,8,43,11,45,31,29,0,54,66,5,34,11,12,15,75,55,72,5,12,0,5,34,20,0,24,20,49,28,23,15,69,39,19,34,15,11,46,30,19,28,12,0,20,10,5,56,0,4,32,31,0,20,29,18,0,0,0,70,0,0,4,61,67,43,2,61,19,46,8
2017,Current Philippines,Ezekiel,Batista,1,3 PT,31032,26770,SG,N/A,P&R Wing,Yes,N/A,N/A,0,0,70,69,66,96,44,70,30,56,51,80,49,96,67,68,74,74,96,69,96,40,40,55,45,83,77,51,51,68,49,71,58,60,96,53,52,90,96,96,52,56,57,72,70,96,96,96,96,96,96,96,96,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60,51,45,5,39,80,1,19,55,5,26,50,28,39,34,17,19,13,29,43,21,0,0,5,20,1,28,26,5,8,47,7,50,31,26,0,63,53,5,35,15,14,15,60,55,60,4,14,0,4,29,19,5,21,22,43,27,21,15,75,37,25,33,14,12,49,26,23,24,12,0,17,9,4,56,0,4,38,35,0,17,32,16,0,0,0,61,0,0,5,57,74,48,2,56,24,53,29
2018,Current Philippines,Juan Miguel,Sanchez,1,P&R Roll Man,31033,26765,C,N/A,Post Up High,Yes,N/A,N/A,0,0,45,59,53,70,60,65,84,62,88,90,74,70,40,51,41,44,70,47,70,58,80,60,71,35,73,61,74,64,54,64,90,35,70,31,48,87,70,70,73,55,38,46,73,70,70,70,70,70,70,70,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,51,46,53,2,34,95,5,23,60,2,25,45,36,46,28,11,28,10,27,48,23,80,20,5,0,5,21,27,8,13,46,11,46,42,29,0,62,56,2,29,15,13,5,60,60,67,5,12,0,5,35,22,0,20,21,41,28,21,5,68,42,19,35,12,11,51,25,22,25,11,0,19,10,5,66,0,4,40,33,0,16,26,19,0,0,0,62,0,0,5,59,80,38,2,57,21,42,17
2019,Current Philippines,Esteban,Fernandez,1,3 PT,31034,26762,SG,SF,P&R Wing,Yes,N/A,N/A,0,0,40,48,60,80,31,74,25,33,26,69,71,80,64,74,80,58,80,66,80,40,35,45,66,78,70,74,49,77,84,47,71,61,80,66,28,82,80,80,74,59,48,69,67,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,52,50,50,5,39,0,5,23,15,5,32,41,43,34,33,12,30,14,23,41,20,0,20,4,20,5,20,26,5,10,45,7,57,31,24,0,66,68,5,26,14,12,15,25,15,64,4,13,0,5,35,19,0,22,23,40,27,21,15,71,34,22,28,11,12,44,29,21,28,13,0,19,10,5,72,0,5,39,28,0,16,30,17,0,0,0,77,0,0,4,68,76,42,2,61,21,68,11
2020,Current Philippines,John Anthony,Dalisay,1,P&R Roll Man,31035,26760,PF,N/A,Post Up High,Yes,N/A,N/A,0,0,70,74,50,85,57,39,75,69,69,87,77,85,62,31,48,56,85,65,85,40,76,50,42,34,69,42,72,62,48,53,45,44,85,44,62,92,85,85,80,50,74,70,71,85,85,85,85,85,85,85,85,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,48,50,0,45,80,5,20,15,0,23,48,23,45,31,8,20,19,25,48,26,76,20,4,0,5,27,26,5,15,50,12,40,31,28,0,55,68,0,29,12,15,5,60,15,73,5,13,0,4,34,19,5,19,21,40,32,24,5,69,39,20,30,12,15,47,30,22,23,12,0,18,10,5,60,0,4,38,30,0,16,35,17,0,0,0,72,0,0,5,63,71,43,2,71,21,39,24
2021,65 Lakers,Jerry,West,756,Mid Range,756,0,PG,SG,P&R Ball Handler,Yes,3 PT,Isolation,1,0,70,95,91,88,43,87,43,46,54,94,93,88,45,82,92,90,88,80,88,40,25,25,70,96,84,90,36,85,94,40,98,94,88,85,60,97,88,88,97,95,95,95,96,88,88,88,88,88,88,88,88,88,0,3,3,3,0,0,3,3,3,0,0,3,0,1,0,0,3,0,0,3,3,3,3,3,4,0,3,3,0,3,0,0,2,0,0,3,0,3,2,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,1,85,90,85,40,10,10,35,45,30,50,0,25,25,35,45,30,10,20,15,40,45,15,25,90,35,10,10,30,0,10,25,80,10,25,50,15,10,60,60,0,65,0,50,70,95,25,75,25,5,35,25,80,20,85,20,10,95,15,50,90,80,90,35,45,5,35,50,80,40,75,15,5,80,20,20,30,5,15,25,25,5,10,25,25,5,10,15,95,25,15,35,70,90,35,20,45,25,45,40
2022,65 Lakers,Dick,Barnett,1921,P&R Ball Handler,2096,0,SG,SF,Mid Range,No,Isolation,N/A,0,0,98,88,77,81,65,74,40,55,66,79,75,81,78,80,72,64,81,60,81,48,46,80,98,73,61,82,58,74,70,44,70,70,81,73,55,85,81,81,75,65,60,74,87,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70,55,40,0,15,55,15,35,60,0,20,0,0,55,25,10,25,25,25,30,15,40,70,30,5,10,30,0,10,25,65,10,25,65,10,35,65,55,0,55,0,35,40,70,35,40,25,0,10,30,80,30,75,35,25,60,0,35,40,70,45,25,50,5,25,60,70,5,35,5,0,70,30,15,10,10,10,30,30,0,0,15,5,5,0,0,75,40,0,10,30,55,95,30,35,15,60,50
2023,65 Lakers,Elgin,Baylor,732,Isolation,732,0,SF,PF,Post Up Low,No,P&R Roll Man,Cutter,1,0,80,88,88,85,77,75,81,75,93,89,84,85,81,79,79,78,84,78,60,82,60,85,85,89,79,98,86,87,87,60,95,69,84,82,88,98,85,60,98,89,95,89,96,85,84,82,85,81,82,84,85,87,0,0,3,2,0,0,2,0,4,2,0,0,0,0,2,2,1,1,1,0,2,0,0,0,4,0,3,2,0,0,0,0,0,0,2,2,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,55,50,45,35,0,15,55,15,20,85,0,20,0,0,55,36,10,25,25,25,35,15,70,70,35,0,0,30,0,10,25,65,10,25,70,15,15,80,80,0,65,0,25,40,95,85,60,70,5,0,70,70,40,55,35,25,45,5,40,70,80,35,25,25,0,15,65,85,5,15,25,10,65,35,30,30,15,15,15,25,15,15,10,55,20,25,25,99,50,15,35,65,90,35,40,40,30,65,55
2024,65 Lakers,Don,Nelson,1928,P&R Roll Man,2103,0,SF,PF,Post Up Low,No,N/A,N/A,0,0,80,58,69,80,58,67,39,58,63,73,66,80,48,77,50,65,80,60,80,68,50,48,62,66,64,70,73,46,58,40,55,36,80,42,55,75,80,80,70,58,55,60,70,80,80,80,80,80,80,80,80,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,45,30,0,0,55,10,5,65,0,20,0,0,55,25,10,25,25,25,35,15,50,65,0,0,0,30,0,10,25,20,10,25,75,20,55,35,25,0,45,0,40,35,40,45,55,25,0,0,25,20,85,45,25,40,30,0,10,10,25,15,5,5,0,0,80,65,0,10,20,0,35,65,15,10,15,20,5,5,15,0,0,0,0,25,20,40,65,0,0,0,5,95,35,35,15,99,70
2025,65 Lakers,Rudy,Larusso,1922,N/A,2097,0,PF,C,Post Up Low,No,N/A,N/A,0,0,98,70,76,90,73,44,74,80,74,83,70,90,60,77,71,60,90,59,90,83,45,55,80,51,58,83,84,61,51,50,85,65,90,60,85,88,90,90,95,80,80,74,86,90,90,90,90,90,90,90,90,90,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,55,55,20,0,0,75,10,25,65,0,40,0,0,25,35,10,35,20,25,30,10,45,55,0,0,0,30,0,10,25,25,10,25,65,20,50,35,30,0,55,0,55,25,50,40,65,35,0,0,65,25,55,45,20,55,55,0,20,10,30,45,0,0,0,0,80,70,0,10,35,0,30,70,25,55,20,25,5,5,25,0,0,25,5,50,50,60,60,5,10,30,60,95,20,65,45,60,60
2026,65 Lakers,Jim,King,1925,Mid Range,2100,0,PG,SG,P&R Ball Handler,Yes,N/A,N/A,0,0,60,57,66,80,51,70,25,25,25,74,74,80,58,78,67,74,80,67,80,32,25,25,68,75,69,75,39,75,59,25,60,63,80,72,38,85,80,80,98,54,50,50,71,80,80,80,80,80,80,80,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,70,55,55,0,5,45,10,30,30,0,25,0,0,45,30,10,20,15,40,40,15,20,75,15,0,0,30,0,10,25,25,10,25,60,25,35,45,45,0,45,0,25,30,40,10,60,25,0,15,20,25,45,55,35,35,55,0,25,40,50,40,10,25,0,0,70,60,5,15,5,0,80,20,5,5,0,0,10,10,0,0,10,0,0,0,0,45,25,0,0,0,5,95,20,20,5,70,45
2027,65 Lakers,Michael,Brown,1,N/A,1868,0,SF,N/A,Cutter,No,N/A,N/A,0,0,25,72,44,75,45,52,45,58,45,46,71,75,76,59,57,68,75,68,75,58,55,60,45,76,68,61,69,47,70,61,35,59,75,46,49,77,75,75,66,58,35,70,67,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,15,10,0,0,70,0,5,50,0,20,0,0,55,25,10,25,25,20,20,20,60,25,0,0,0,25,0,10,10,25,10,45,70,25,25,25,25,0,45,0,10,5,65,25,65,50,0,0,55,15,90,5,20,75,35,0,5,10,40,25,0,0,0,0,80,80,5,0,25,25,10,90,10,25,20,20,10,5,20,0,0,0,0,25,0,65,90,0,0,0,5,95,35,45,45,55,65
2028,65 Lakers,David,Williams,1,N/A,15943,0,SF,N/A,Cutter,No,N/A,N/A,0,0,25,72,44,75,45,52,45,58,45,46,71,75,76,59,57,68,75,68,75,58,55,60,45,76,68,61,69,47,70,61,35,59,75,46,49,77,75,75,66,58,35,70,66,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,15,0,0,50,0,0,50,0,20,0,0,60,20,50,15,15,10,25,10,70,5,0,0,0,60,0,5,10,30,10,15,95,30,30,30,30,0,35,0,25,5,30,30,70,50,0,0,55,25,99,40,20,75,45,0,0,5,25,10,0,0,0,0,85,75,0,0,25,0,10,90,30,15,70,70,0,0,15,0,0,0,0,30,50,40,99,0,0,10,20,95,40,80,80,90,70
2029,65 Lakers,Michael,Davis,1,N/A,1812,0,PG,N/A,P&R Ball Handler,Yes,N/A,N/A,0,0,25,72,61,75,25,58,25,33,25,55,68,75,73,79,74,77,75,77,75,27,25,52,55,66,77,75,43,69,45,30,35,44,75,67,54,85,75,75,67,33,35,45,65,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,55,45,0,10,40,0,35,25,0,25,0,0,55,20,20,20,20,20,50,20,5,75,35,0,0,25,0,20,25,65,10,20,55,10,25,55,55,0,65,0,15,35,55,0,55,25,5,10,15,75,30,65,35,30,65,5,35,25,60,45,25,40,5,5,55,50,25,50,0,0,90,10,15,5,0,0,10,10,0,0,10,5,0,0,0,65,30,0,5,25,55,45,35,25,15,45,45
2030,65 Lakers,John,Brown,1,N/A,1814,0,SF,N/A,Cutter,No,N/A,N/A,0,0,25,72,44,75,45,52,45,58,45,46,71,75,76,59,57,68,75,68,75,58,55,60,45,76,68,61,69,47,70,61,35,59,75,46,49,77,75,75,66,58,35,70,67,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,5,0,0,45,5,5,60,0,25,0,0,40,35,15,15,10,55,35,5,65,25,0,0,0,35,0,20,10,20,20,15,80,20,45,35,35,0,40,0,15,10,50,35,65,55,0,0,40,25,90,5,25,65,45,0,5,5,35,25,0,0,0,0,90,65,5,0,30,0,20,80,25,25,25,25,10,5,25,0,0,35,10,20,40,45,90,0,0,5,15,95,20,75,50,95,65
2031,65 Lakers,Richard,Johnson,1,N/A,1815,0,C,N/A,P&R Roll Man,No,N/A,N/A,0,0,25,53,57,75,55,25,55,73,55,52,35,75,45,61,35,30,75,30,75,85,65,55,40,36,30,34,88,31,36,48,35,51,75,31,61,70,75,75,39,73,35,70,70,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,25,10,0,0,65,10,5,60,0,25,0,0,45,30,25,35,10,20,25,10,60,30,0,0,5,35,0,15,25,25,5,20,80,30,35,40,40,0,35,0,15,10,55,20,70,50,0,0,20,25,0,15,25,65,50,0,0,5,30,30,5,0,0,5,85,75,5,0,30,10,25,75,5,15,20,15,15,15,30,0,15,15,10,30,25,45,80,0,0,5,15,95,20,75,50,75,50
2032,65 Lakers,James,Smith,1,N/A,2523,0,PG,N/A,P&R Ball Handler,Yes,N/A,N/A,0,0,25,72,61,75,25,58,25,33,25,55,68,75,73,79,74,77,75,77,75,27,25,52,55,66,77,75,43,69,45,30,35,44,75,67,54,85,75,75,67,33,35,45,65,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,65,25,10,25,40,30,15,5,10,20,10,10,45,35,5,15,5,35,35,40,0,75,20,0,25,15,0,20,25,35,25,15,60,25,35,35,40,5,65,5,15,35,35,0,55,20,5,15,10,25,65,25,30,35,75,10,20,25,50,55,15,15,5,5,65,65,10,20,15,0,75,25,10,20,0,0,20,25,10,5,15,15,10,5,5,50,35,0,5,25,45,95,10,50,10,85,35
2033,65 Lakers,William,Smith,1,N/A,4844,0,SF,N/A,Cutter,No,N/A,N/A,0,0,25,72,44,75,45,52,45,58,45,46,71,75,76,59,57,68,75,68,75,58,55,60,45,76,68,61,69,47,70,61,35,59,75,46,49,77,75,75,66,58,35,70,67,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,25,0,0,25,0,25,25,0,20,0,0,56,23,8,25,24,27,99,16,40,25,0,0,56,23,25,11,11,25,7,48,46,25,25,75,75,0,25,0,25,5,25,25,25,25,0,0,25,25,25,25,5,99,25,0,25,25,50,25,0,0,0,0,75,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25,99,0,0,0,0,99,25,25,25,25,25
