NBA_ID,Season,Player,Deadeye,Limitless Range,Mini Marksman,Set Shot Specialist,Shifty Shooter,Aerial Wizard,Float Game,Hook Specialist,Layup Mixmaster,Paint Prodigy,Physical Finisher,Posterizer,Post Fade Phenom,Post Powerhouse,Post Up Poet,Rise Up,Ankle Assassin,Bail Out,Break Starter,Dimer,Handles for Days,Lightning Launch,Strong Handle,Unpluckable,Versatile Visionary,Challenger,Glove,High Flying Denier,Immovable Enforcer,Interceptor,Off Ball Pest,On-Ball Menace,Paint Patroller,Pick Dodger,Post Lockdown,Boxout Beast,Rebound Chaser,Brick Wall,Pogo Stick,Slippery Off Ball
201936,2014-15,Tyreke Evans,0,0,0,0,0,2,0,1,3,1,0,0,1,0,1,0,1,2,3,0,2,2,0,2,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
201936,2015-16,Tyreke Evans,0,0,0,1,1,0,0,0,2,0,2,1,0,1,1,0,2,1,3,3,2,2,3,2,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,2
201936,2016-17,Tyreke Evans,0,0,0,0,1,0,0,1,1,0,2,1,0,1,1,0,1,0,2,1,2,2,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
201936,2017-18,Tyreke Evans,2,2,0,1,2,0,0,0,2,1,3,1,0,1,1,0,2,1,2,3,3,3,3,2,2,0,1,0,0,1,1,0,0,0,0,2,0,0,0,2
201936,2018-19,Tyreke Evans,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,2,3,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,1
201937,2013-14,Ricky Rubio,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,4,4,0,2,3,0,2,0,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0
201937,2014-15,Ricky Rubio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,2,2,0,2,0,1,2,0,0,0,2,1,0,0,0,0,2,0,1,0
201937,2015-16,Ricky Rubio,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,2,2,1,2,2,0,3,0,1,0,4,3,0,3,0,0,0,0,0,1
201937,2016-17,Ricky Rubio,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,3,2,2,1,2,2,4,2,0,0,3,2,4,0,3,0,0,0,0,0,0
201937,2017-18,Ricky Rubio,0,0,0,2,1,0,1,0,0,1,1,1,2,0,0,0,2,1,2,3,2,2,1,2,2,2,2,0,1,3,2,2,0,3,0,0,0,0,0,3
201937,2018-19,Ricky Rubio,0,0,0,2,0,0,2,0,1,1,1,1,2,0,0,0,1,2,3,3,2,2,2,2,4,4,1,0,1,2,0,4,0,3,0,0,0,0,0,3
201937,2019-20,Ricky Rubio,0,0,1,2,0,0,1,0,0,0,1,0,2,0,0,0,1,3,4,4,2,2,1,2,4,1,2,0,0,2,0,1,0,0,0,0,0,0,0,2
201937,2020-21,Ricky Rubio,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,3,3,1,2,1,1,2,1,2,0,0,3,1,1,0,0,0,0,0,0,0,1
201937,2021-22,Ricky Rubio,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,2,2,3,3,2,3,1,2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2
201937,2022-23,Ricky Rubio,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,2,3,1,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
201939,2013-14,Stephen Curry,2,4,3,0,1,0,3,0,2,3,0,0,1,0,0,0,2,3,4,0,2,3,0,2,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0
201939,2014-15,Stephen Curry,2,4,4,1,1,0,2,0,2,3,0,0,1,0,0,0,2,2,4,0,2,3,0,2,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0
201939,2015-16,Stephen Curry,5,5,5,5,5,0,4,0,4,4,3,1,2,0,0,0,4,1,3,3,5,5,3,4,3,2,3,0,1,0,3,1,0,1,0,0,0,0,0,4
201939,2016-17,Stephen Curry,4,4,4,5,4,0,2,0,2,3,2,0,1,0,0,0,3,1,3,3,3,5,3,3,2,2,2,0,2,3,3,1,0,2,0,0,0,1,0,4
201939,2017-18,Stephen Curry,4,4,4,3,4,0,2,0,2,3,3,0,0,0,0,0,2,1,3,3,3,4,3,3,1,2,2,0,2,2,3,2,0,2,0,2,0,1,0,4
201939,2018-19,Stephen Curry,5,5,5,5,5,0,3,0,2,3,2,0,2,1,0,0,2,0,2,3,3,4,3,2,1,1,0,0,0,2,2,0,0,0,1,2,0,1,0,4
201939,2019-20,Stephen Curry,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201939,2020-21,Stephen Curry,4,4,4,4,4,0,4,1,3,4,3,1,1,1,0,0,4,1,2,3,4,4,3,3,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,4
201939,2021-22,Stephen Curry,4,3,3,3,3,0,4,0,2,3,2,1,1,0,0,0,3,1,3,3,4,3,3,3,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,4
201939,2022-23,Stephen Curry,5,5,5,4,5,0,3,0,3,4,3,0,2,0,0,0,4,1,2,3,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
201939,2023-24,Stephen Curry,4,5,5,4,5,0,3,0,2,3,2,0,0,0,0,0,3,0,2,3,3,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
201939,2024-25,Stephen Curry,4,4,4,1,4,0,2,0,1,3,2,0,2,0,0,0,2,1,3,3,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4
201939,2025-26,Stephen Curry,4,4,4,2,4,0,3,0,2,3,2,0,0,0,0,0,2,1,2,3,3,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,4
201941,2013-14,Jordan Hill,0,0,0,0,0,3,0,1,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,3,0,3,0
201941,2014-15,Jordan Hill,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0
201941,2015-16,Jordan Hill,0,0,0,0,0,3,0,2,1,2,2,1,1,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0
201941,2016-17,Jordan Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201942,2013-14,DeMar DeRozan,2,0,0,1,1,3,0,1,2,2,0,1,3,0,2,0,1,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201942,2014-15,DeMar DeRozan,0,0,0,0,1,2,0,0,3,2,0,1,3,0,2,0,1,0,2,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201942,2015-16,DeMar DeRozan,3,0,0,1,3,2,5,0,4,4,3,2,4,1,1,0,2,0,2,2,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
201942,2016-17,DeMar DeRozan,2,0,0,0,3,0,5,3,4,4,3,2,5,2,3,0,4,0,2,0,4,2,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
201942,2017-18,DeMar DeRozan,4,0,0,2,3,3,4,0,4,4,3,1,4,0,0,0,3,1,2,2,4,2,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
201942,2018-19,DeMar DeRozan,0,0,0,0,3,2,4,0,4,4,3,1,4,1,1,0,3,1,2,0,3,2,3,3,0,1,1,0,1,1,2,0,0,0,0,2,0,0,0,1
201942,2019-20,DeMar DeRozan,2,0,0,1,4,0,5,3,4,4,3,2,5,2,3,0,4,0,2,0,4,2,3,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1
201942,2020-21,DeMar DeRozan,2,0,0,0,3,0,4,3,3,4,3,1,4,2,3,0,4,2,3,1,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
201942,2021-22,DeMar DeRozan,4,0,0,2,4,0,3,1,4,4,3,2,5,2,3,0,4,1,2,2,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
201942,2022-23,DeMar DeRozan,3,0,0,2,3,0,3,4,3,4,3,2,5,2,3,0,4,0,2,2,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
201942,2023-24,DeMar DeRozan,3,0,0,0,3,0,4,3,3,4,3,1,5,2,3,0,4,1,2,1,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
201942,2024-25,DeMar DeRozan,4,0,0,0,4,0,3,3,2,4,3,1,5,1,3,0,2,0,2,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
201942,2025-26,DeMar DeRozan,3,0,0,2,4,0,3,3,2,4,2,0,4,2,2,0,2,1,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201943,2013-14,Brandon Jennings,2,1,2,0,1,0,1,0,2,2,0,0,2,0,0,0,2,3,3,0,3,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201943,2014-15,Brandon Jennings,1,1,2,0,1,0,0,0,2,2,0,0,2,0,0,0,2,3,4,0,3,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
201943,2015-16,Brandon Jennings,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,3,0,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,4
201943,2016-17,Brandon Jennings,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,3,2,3,0,2,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,4
201943,2017-18,Brandon Jennings,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201945,2013-14,Gerald Henderson,1,0,0,0,0,2,0,2,1,1,0,1,2,0,2,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
201945,2014-15,Gerald Henderson,0,0,0,0,0,0,0,1,1,2,0,0,3,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
201945,2015-16,Gerald Henderson,0,0,0,1,0,2,0,1,1,2,2,0,3,1,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201945,2016-17,Gerald Henderson,0,0,0,1,0,2,1,1,0,1,1,0,3,1,1,0,1,0,0,1,0,2,3,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1
201946,2013-14,Tyler Hansbrough,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
201946,2014-15,Tyler Hansbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201946,2015-16,Tyler Hansbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201947,2013-14,Earl Clark,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201947,2014-15,Earl Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201948,2013-14,Austin Daye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201948,2014-15,Austin Daye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201949,2013-14,James Johnson,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,3,1,2,0,0,0,0,0,1,0
201949,2014-15,James Johnson,0,0,0,0,0,3,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,2,0,0,0,1,0,2,0
201949,2015-16,James Johnson,1,0,0,0,0,2,0,2,1,1,2,1,0,1,0,0,1,0,0,1,0,0,3,1,0,2,0,1,2,0,0,1,1,2,2,0,0,0,0,0
201949,2016-17,James Johnson,1,0,0,2,1,0,2,2,2,3,2,1,2,1,1,0,1,0,2,2,1,2,4,2,0,1,1,2,1,1,0,0,1,0,0,0,0,2,1,1
201949,2017-18,James Johnson,0,0,0,1,1,2,1,2,2,3,2,1,2,1,1,1,1,0,2,2,1,1,4,1,2,2,1,0,3,1,2,2,0,0,2,2,0,2,0,1
201949,2018-19,James Johnson,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,2,0,0,3,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
201949,2019-20,James Johnson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
201949,2020-21,James Johnson,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,2,0,1,0,1,1,0,1,0,1
201949,2021-22,James Johnson,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,1,1,0,1,3,1,1,1,0,1
201949,2022-23,James Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201949,2023-24,James Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201949,2024-25,James Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201950,2013-14,Jrue Holiday,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,2,4,4,0,2,3,0,2,0,2,2,0,0,0,1,3,0,3,0,0,0,0,0,0
201950,2014-15,Jrue Holiday,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,2,3,4,0,2,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
201950,2015-16,Jrue Holiday,0,0,0,0,2,0,3,0,3,2,2,1,0,0,0,0,2,1,3,3,3,4,2,2,3,2,2,0,1,0,3,2,0,2,0,0,0,0,0,2
201950,2016-17,Jrue Holiday,1,0,0,0,1,0,3,0,2,3,2,1,0,0,0,0,2,1,3,3,3,3,2,2,2,3,2,0,2,2,2,3,0,3,0,0,0,0,0,1
201950,2017-18,Jrue Holiday,0,0,0,2,3,0,4,2,3,4,3,1,2,2,2,0,2,1,2,3,2,4,3,2,2,3,2,0,3,2,4,3,0,3,0,1,0,0,0,4
201950,2018-19,Jrue Holiday,0,0,0,1,3,0,3,1,4,3,3,2,3,1,1,0,2,1,3,3,2,5,3,2,4,4,2,0,3,2,4,3,0,3,0,1,0,0,0,4
201950,2019-20,Jrue Holiday,0,0,1,2,1,2,3,2,3,2,3,2,2,1,1,0,2,1,3,3,2,4,3,2,3,3,2,0,3,2,0,3,0,3,0,1,0,0,0,2
201950,2020-21,Jrue Holiday,2,1,2,1,3,0,2,3,3,3,3,1,4,1,2,0,2,1,3,3,3,3,3,2,2,4,2,0,3,3,3,4,0,3,1,1,1,0,0,1
201950,2021-22,Jrue Holiday,4,2,3,1,3,0,3,3,3,4,3,1,5,2,2,0,4,2,3,3,4,4,3,3,2,3,2,0,2,3,4,3,0,3,2,1,0,0,0,1
201950,2022-23,Jrue Holiday,3,1,0,2,3,0,3,2,3,4,3,1,4,1,1,0,2,2,3,4,3,3,3,3,4,4,1,0,2,1,4,4,0,3,1,0,1,0,0,2
201950,2023-24,Jrue Holiday,1,2,0,3,2,0,1,2,0,2,1,0,3,1,1,0,1,0,2,2,1,2,2,1,1,2,0,0,2,1,1,2,0,3,0,1,1,0,0,2
201950,2024-25,Jrue Holiday,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,2,1,2,2,1,2,2,0,0,1,1,3,2,0,2,0,1,1,0,0,1
201950,2025-26,Jrue Holiday,2,2,0,2,2,0,2,0,2,2,2,0,2,0,0,0,2,1,3,3,2,3,3,2,4,1,0,0,1,0,3,1,0,0,1,0,1,0,0,2
201951,2013-14,Ty Lawson,0,0,2,0,1,0,0,0,4,1,0,0,2,0,0,0,3,4,4,0,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201951,2014-15,Ty Lawson,1,0,1,0,1,0,0,0,4,0,0,0,2,0,0,0,3,5,4,0,3,3,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201951,2015-16,Ty Lawson,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,2,2,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2
201951,2016-17,Ty Lawson,0,0,1,0,0,0,1,0,1,1,2,0,2,0,0,0,2,1,2,3,2,2,3,2,2,2,1,0,1,2,2,1,0,2,0,0,0,0,0,0
201952,2013-14,Jeff Teague,0,0,1,0,0,0,3,0,4,2,0,1,1,0,0,0,2,2,3,0,2,3,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201952,2014-15,Jeff Teague,0,0,1,0,0,0,3,0,4,2,0,1,0,0,0,0,2,3,4,0,2,3,0,2,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0
201952,2015-16,Jeff Teague,0,0,2,2,1,0,2,0,2,1,2,1,0,1,1,0,2,1,3,3,2,3,2,2,2,0,1,0,2,0,3,3,0,5,0,0,0,0,0,1
201952,2016-17,Jeff Teague,1,0,2,1,1,0,3,0,2,2,2,1,0,0,0,0,2,2,3,2,3,2,2,3,2,4,1,0,1,2,2,4,0,3,0,0,0,0,0,1
201952,2017-18,Jeff Teague,1,0,2,1,2,0,3,0,2,2,2,1,1,0,0,0,2,1,3,2,2,2,2,2,2,3,2,0,1,2,1,3,0,3,0,0,0,0,0,1
201952,2018-19,Jeff Teague,0,0,1,0,0,0,2,1,2,1,2,1,1,0,0,0,1,2,3,3,2,2,3,2,2,2,1,0,2,1,0,2,0,4,0,0,0,0,0,1
201952,2019-20,Jeff Teague,0,0,1,0,1,0,2,0,1,1,2,1,0,0,0,0,2,1,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
201952,2020-21,Jeff Teague,1,0,2,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0,0,0,2,2,3,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1
201953,2013-14,Eric Maynor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201954,2013-14,Darren Collison,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,3,0,2,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0
201954,2014-15,Darren Collison,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,2,1,2,0,2,3,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
201954,2015-16,Darren Collison,2,0,2,2,2,0,2,0,1,2,0,0,1,0,0,0,2,0,2,2,3,3,0,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,4
201954,2016-17,Darren Collison,2,0,2,2,1,0,1,0,0,1,1,0,1,0,0,0,2,0,2,1,2,2,1,2,2,3,0,0,0,1,4,3,0,3,0,0,0,0,0,2
201954,2017-18,Darren Collison,2,0,2,2,2,0,0,0,0,1,1,0,1,0,0,0,2,1,2,0,2,2,1,2,0,2,2,0,1,2,4,2,0,1,0,0,0,0,0,2
201954,2018-19,Darren Collison,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,3,0,2,2,1,2,0,2,2,0,1,3,3,2,0,0,0,0,0,0,0,2
201954,2021-22,Darren Collison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201956,2013-14,Omri Casspi,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201956,2014-15,Omri Casspi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201956,2015-16,Omri Casspi,1,0,0,2,1,2,2,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2
201956,2016-17,Omri Casspi,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201956,2017-18,Omri Casspi,0,0,0,0,0,2,1,2,0,2,1,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2
201956,2018-19,Omri Casspi,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2
201957,2013-14,Byron Mullens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201959,2013-14,Taj Gibson,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,2,0,1,0
201959,2014-15,Taj Gibson,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0
201959,2015-16,Taj Gibson,0,0,0,0,0,2,0,1,0,1,1,1,1,2,2,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,3,0,2,0,1,1
201959,2016-17,Taj Gibson,0,0,0,0,0,1,0,3,3,2,4,1,2,3,3,2,0,0,0,0,0,0,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,2,0,1
201959,2017-18,Taj Gibson,0,0,0,0,0,2,0,3,2,3,2,1,3,3,3,3,1,0,0,0,0,0,3,2,0,1,0,0,3,0,1,0,0,0,0,3,2,3,1,0
201959,2018-19,Taj Gibson,0,0,0,0,0,2,0,2,1,2,2,1,0,2,2,2,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,3,2,2,1,1
201959,2019-20,Taj Gibson,0,0,0,0,0,1,0,2,0,1,1,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,3,2,2,1,0
201959,2020-21,Taj Gibson,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,0,2,0,3,2,2,3,0,0
201959,2021-22,Taj Gibson,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2,1,2,0,1
201959,2022-23,Taj Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
201959,2023-24,Taj Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201959,2024-25,Taj Gibson,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,0,0
201960,2013-14,DeMarre Carroll,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,1,0,0,0,0,1,0,0,0
201960,2014-15,DeMarre Carroll,1,1,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0
201960,2015-16,DeMarre Carroll,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,1,3,2,0,0,1,0,1,0,0,1
201960,2016-17,DeMarre Carroll,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,2,2,2,0,2,0,0,1,0,0,0
201960,2017-18,DeMarre Carroll,1,1,0,2,1,2,2,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,0,1,1,0,1,0,0,0,2,2,0,1,1
201960,2018-19,DeMarre Carroll,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
201960,2019-20,DeMarre Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201961,2013-14,Wayne Ellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201961,2014-15,Wayne Ellington,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201961,2015-16,Wayne Ellington,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
201961,2016-17,Wayne Ellington,2,1,0,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
201961,2017-18,Wayne Ellington,3,2,0,3,2,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
201961,2018-19,Wayne Ellington,2,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
201961,2019-20,Wayne Ellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
201961,2020-21,Wayne Ellington,2,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
201961,2021-22,Wayne Ellington,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
