NBA_ID,Season,Player,Team(s),Overall Impact Rating,Offensive Impact Rating,Defensive Impact Rating
203080,2013-14,Thomas Robinson,POR,40.0,37.15340705715694,54.509966441539525
203080,2014-15,Thomas Robinson,2TM,70.0,58.07264755531769,78.08183446367741
203080,2015-16,Thomas Robinson,BRK,57.502269712720924,54.642124445878885,70.13142539706118
203080,2016-17,Thomas Robinson,LAL,63.30881738647832,65.21209146314003,68.77454753735621
203081,2013-14,Damian Lillard,POR,97.5005118266627,97.99837738158348,62.71441681376368
203081,2014-15,Damian Lillard,POR,98.23707941764063,98.00117982022739,71.42096284347636
203081,2015-16,Damian Lillard,POR,97.95223213473287,98.66652150385437,53.06091746487863
203081,2016-17,Damian Lillard,POR,98.97441208242881,99.22416136783848,54.46285074955126
203081,2017-18,Damian Lillard,POR,99.43861321390592,99.20947332042945,65.64604845328223
203081,2018-19,Damian Lillard,POR,99.51973163823266,99.40146559290478,64.86615965521057
203081,2019-20,Damian Lillard,POR,99.0193459590654,99.48756322518678,41.59975733853402
203081,2020-21,Damian Lillard,POR,99.20598716442196,99.63336373775195,42.44242679780887
203081,2021-22,Damian Lillard,POR,93.61469583870922,98.12370676506433,44.31563500949615
203081,2022-23,Damian Lillard,POR,99.13369933656618,99.66018150992042,38.724544338539836
203081,2023-24,Damian Lillard,MIL,98.07439409670522,99.04493851348882,56.44589017713406
203081,2024-25,Damian Lillard,MIL,97.99105063456287,98.8799502138818,56.836822162796594
203082,2013-14,Terrence Ross,TOR,80.626591253974,83.40615837718683,70.08796661462479
203082,2014-15,Terrence Ross,TOR,70.0,87.36179489865712,54.080827176603194
203082,2015-16,Terrence Ross,TOR,80.0712834344547,83.81809464860913,64.44760509721297
203082,2016-17,Terrence Ross,2TM,84.38332821682536,90.94611136312916,60.868136997944134
203082,2017-18,Terrence Ross,ORL,59.11183565049146,65.66101941686608,66.93499575700801
203082,2018-19,Terrence Ross,ORL,81.97333528206451,84.2737097261462,65.06461586572676
203082,2019-20,Terrence Ross,ORL,72.08585508327536,84.37343162015935,58.61955254829834
203082,2020-21,Terrence Ross,ORL,54.631879931555574,65.5007539600566,57.085947184752584
203082,2021-22,Terrence Ross,ORL,40.0,56.992183603693896,41.105406276537956
203082,2022-23,Terrence Ross,2TM,55.25063342913061,71.69984306556111,50.506730856364115
203083,2013-14,Andre Drummond,DET,96.80409430146416,95.3931136531911,82.76131491825271
203083,2014-15,Andre Drummond,DET,92.772744036224,87.82887159224758,85.63330903230268
203083,2015-16,Andre Drummond,DET,97.50778210010633,86.77685403857798,94.81156484756102
203083,2016-17,Andre Drummond,DET,96.43753558787057,76.20169504548355,94.91363268325256
203083,2017-18,Andre Drummond,DET,98.01364372993245,85.76813535818393,95.61290983396043
203083,2018-19,Andre Drummond,DET,98.10854761668723,89.03292669154796,95.66248836756947
203083,2019-20,Andre Drummond,2TM,90.96652272716807,68.6400354233222,94.5613025760959
203083,2020-21,Andre Drummond,2TM,82.30177623955873,68.11791008857261,91.26691175598198
203083,2021-22,Andre Drummond,2TM,96.02445229462433,84.7399808095236,92.52300403068757
203083,2022-23,Andre Drummond,CHI,89.60004025025658,75.55815161086407,92.59213511177813
203083,2023-24,Andre Drummond,CHI,91.91541508839668,87.00488286534889,83.82711487482578
203083,2024-25,Andre Drummond,PHI,69.04938455997363,62.9155600664004,77.33977094789114
203083,2025-26,Andre Drummond,PHI,80.73202296844477,75.1242896948186,75.2763095489345
203084,2013-14,Harrison Barnes,GSW,68.11332297582173,56.99221315746095,77.14822532926752
203084,2014-15,Harrison Barnes,GSW,88.49965089683545,85.67180517224243,81.59319116968372
203084,2015-16,Harrison Barnes,GSW,75.8575339237721,80.7193631876225,67.62009073520429
203084,2016-17,Harrison Barnes,DAL,73.36354946565841,67.88530873451809,71.46080459475615
203084,2017-18,Harrison Barnes,DAL,70.0,74.7711074690418,60.44472287526587
203084,2018-19,Harrison Barnes,2TM,62.720958607063224,73.91604391782022,56.49504876966921
203084,2019-20,Harrison Barnes,SAC,70.0,79.92439102023694,59.03820397641672
203084,2020-21,Harrison Barnes,SAC,80.20059776879025,89.81307216918746,56.39992435186948
203084,2021-22,Harrison Barnes,SAC,81.4683809319035,91.01215192038062,54.56752437866272
203084,2022-23,Harrison Barnes,SAC,90.31110742815086,95.09857636790001,61.143736065806465
203084,2023-24,Harrison Barnes,SAC,74.2255300897829,85.15299254194343,60.64535598355737
203084,2024-25,Harrison Barnes,SAS,70.0,88.8429940259919,43.68420384795135
203084,2025-26,Harrison Barnes,SAS,81.48640338883989,88.68249395942692,61.23181751384314
203085,2013-14,Austin Rivers,NOP,58.74671135027317,75.59058012629242,56.52216318439112
203085,2014-15,Austin Rivers,2TM,56.70504193512735,64.6031997713753,58.650896668938195
203085,2015-16,Austin Rivers,LAC,50.48971698516448,54.786799586891625,59.909363645139905
203085,2016-17,Austin Rivers,LAC,59.076353737600854,75.42860771278882,54.33660178947555
203085,2017-18,Austin Rivers,LAC,70.0,86.35652667448979,52.83595432270595
203085,2018-19,Austin Rivers,2TM,52.55771543083979,67.73507977015582,55.53218174945926
203085,2019-20,Austin Rivers,HOU,59.890352584950705,79.61317816059987,54.283043157489125
203085,2020-21,Austin Rivers,2TM,58.49266016025014,69.64272636104059,57.93473320998264
203085,2021-22,Austin Rivers,DEN,46.264924861646314,61.24460715282169,55.14004921112067
203085,2022-23,Austin Rivers,MIN,48.15477575016916,55.927552194486054,57.01247059826707
203086,2013-14,Meyers Leonard,POR,36.10960581745602,29.504305763141378,55.09542984243953
203086,2014-15,Meyers Leonard,POR,79.50637518289273,67.67343451227963,79.49835473775342
203086,2015-16,Meyers Leonard,POR,63.263302096687795,73.56504129263205,60.36552824958754
203086,2016-17,Meyers Leonard,POR,57.83226171151399,59.88580414027171,69.03929858613373
203086,2017-18,Meyers Leonard,POR,43.62421859180902,50.079929820943626,56.007535368942406
203086,2018-19,Meyers Leonard,POR,74.52299804268473,81.32979755245799,61.0865566007551
203086,2019-20,Meyers Leonard,MIA,71.78058434817954,66.78835184494751,77.8398007092978
203086,2020-21,Meyers Leonard,MIA,51.10194373090593,53.146015511181474,55.74939777220032
203086,2022-23,Meyers Leonard,MIL,39.776213965603276,50.110923721056025,40.181127522241226
203087,2013-14,Jeremy Lamb,OKC,81.36529082080499,81.99815351236975,74.61678441862743
203087,2014-15,Jeremy Lamb,OKC,76.81036396926386,79.08798369681463,69.35814306712184
203087,2015-16,Jeremy Lamb,CHO,86.53842528803608,79.34993791000767,83.58958993466499
203087,2016-17,Jeremy Lamb,CHO,83.9169502151619,87.69403360898555,69.05207908934396
203087,2017-18,Jeremy Lamb,CHO,90.50063759707656,91.5010826193207,65.67610124007591
203087,2018-19,Jeremy Lamb,CHO,94.4606642132484,92.5652674333692,71.9873063463462
203087,2019-20,Jeremy Lamb,IND,80.07769935576034,79.0564095673616,71.9816802731609
203087,2020-21,Jeremy Lamb,IND,81.59024647179498,89.26937736339384,61.81120480394177
203087,2021-22,Jeremy Lamb,2TM,74.31509488588881,84.59734590249303,60.78597308903955
203088,2013-14,Kendall Marshall,LAL,59.42044046589245,74.9620294437735,51.23037848994902
203088,2014-15,Kendall Marshall,MIL,75.76061345945114,80.21708737048115,67.32321433325039
203088,2015-16,Kendall Marshall,PHI,40.0,52.95741582681885,54.98337765120211
203089,2013-14,John Henson,MIL,66.14474118102844,68.19448252639134,61.979993655715205
203089,2014-15,John Henson,MIL,76.60129438405056,55.99495684883808,87.09107142007817
203089,2015-16,John Henson,MIL,72.07805357096703,56.13602219506185,85.11111944991593
203089,2016-17,John Henson,MIL,80.16389239547875,65.71089974868167,85.92070378043533
203089,2017-18,John Henson,MIL,84.86610931189027,79.4713674942859,84.24788923409682
203089,2018-19,John Henson,MIL,48.81395840908056,47.06484691445486,63.93012914216577
203089,2019-20,John Henson,2TM,82.00099494888347,66.24856042725723,91.27681977899563
203090,2013-14,Maurice Harkless,ORL,70.0,59.29493687383897,74.12505794591179
203090,2014-15,Maurice Harkless,ORL,58.941729771181,53.52949115924468,73.14267053144421
203090,2015-16,Maurice Harkless,POR,73.43658429638742,74.33618457862765,70.74655727183274
203090,2016-17,Maurice Harkless,POR,80.69153001261087,80.11508783235554,73.10332048311648
203090,2017-18,Maurice Harkless,POR,74.42278624519355,65.41486165677222,78.6932457190678
203090,2018-19,Maurice Harkless,POR,84.3622481150631,75.14268657936219,85.071384321899
203090,2019-20,Maurice Harkless,2TM,61.24395040831382,57.092825077078366,73.25938922314309
203090,2020-21,Maurice Harkless,2TM,57.2664270922467,57.12129533200058,69.77619930511268
203090,2021-22,Maurice Harkless,SAC,50.549152378330014,48.68067812978212,74.82708310641328
203091,2013-14,Royce White,SAC,27.876326599945926,31.499657348757832,48.57917008195544
203092,2013-14,Tyler Zeller,CLE,70.0,67.01778403619765,76.12659631844907
203092,2014-15,Tyler Zeller,BOS,85.07677884569908,83.808022990958,78.51550204256418
203092,2015-16,Tyler Zeller,BOS,39.06865020906419,36.99399332301972,51.2279258534433
203092,2016-17,Tyler Zeller,BOS,40.0,37.29954008715512,60.546448567961804
203092,2017-18,Tyler Zeller,2TM,70.0,68.79892469669699,71.71948488043691
203092,2018-19,Tyler Zeller,2TM,40.0,50.95932429196255,51.555275209150054
203092,2019-20,Tyler Zeller,SAS,40.0,59.03668162448851,49.44886756668173
203093,2013-14,Terrence Jones,HOU,95.12016386242347,94.58342546918304,74.73701932820049
203093,2014-15,Terrence Jones,HOU,81.78550009011111,82.14178001209811,75.21383137282068
203093,2015-16,Terrence Jones,HOU,56.00380340564231,66.05244049018766,55.48229421471557
203093,2016-17,Terrence Jones,2TM,70.0,67.49242685957798,71.11983920796365
203093,2018-19,Terrence Jones,HOU,27.693215431843512,31.82086328167485,33.416428284880425
203094,2013-14,Andrew Nicholson,ORL,47.59751650052863,47.2689163438817,67.3284007441764
203094,2014-15,Andrew Nicholson,ORL,46.354878737704,50.56381359743965,61.442519588245894
203094,2015-16,Andrew Nicholson,ORL,60.26836689049892,61.946335335553094,65.22574099764783
203094,2016-17,Andrew Nicholson,2TM,27.635598079247575,29.92814874581226,45.51295800408921
203095,2013-14,Evan Fournier,DEN,63.27777100475895,69.65459167690534,61.1619908025805
203095,2014-15,Evan Fournier,ORL,69.0283244139222,79.2436579140471,55.94656040433867
203095,2015-16,Evan Fournier,ORL,80.84612949312603,86.90557979351819,58.8335699664165
203095,2016-17,Evan Fournier,ORL,70.0,85.51303354218648,54.63234401412011
203095,2017-18,Evan Fournier,ORL,70.0,87.43450823904014,51.8046639953908
203095,2018-19,Evan Fournier,ORL,79.89854030988634,85.13027303421227,62.96931051622991
203095,2019-20,Evan Fournier,ORL,87.19913362211383,89.40377379183194,64.88000721398842
203095,2020-21,Evan Fournier,2TM,81.73664590802562,89.21115876680436,61.84919132351478
203095,2021-22,Evan Fournier,NYK,76.55100866132423,85.88002220718506,58.294879639721216
203095,2022-23,Evan Fournier,NYK,57.61029811847547,69.83225247595965,56.42696590793291
203095,2023-24,Evan Fournier,2TM,55.805848272765445,56.738126104925826,62.989611343528935
203096,2013-14,Jared Sullinger,BOS,79.47472141088912,83.81585082679182,69.19092243627323
203096,2014-15,Jared Sullinger,BOS,83.32908484532206,85.09577423556313,73.66174408437456
203096,2015-16,Jared Sullinger,BOS,89.68559111778377,76.4782495273721,88.48776749848183
203096,2016-17,Jared Sullinger,TOR,36.503720097802734,45.62312736838842,51.887142270703
203098,2013-14,John Jenkins,ATL,28.959204152937637,31.55665098490545,39.42615705351194
203098,2014-15,John Jenkins,ATL,44.22332626345171,53.14099235471272,49.227850245868815
203098,2015-16,John Jenkins,2TM,30.207389838590963,38.331297192288574,41.08217837183347
203098,2016-17,John Jenkins,PHO,58.77882574330775,66.37985337641732,50.51644946174532
203098,2018-19,John Jenkins,2TM,50.02837207822417,66.34389190499093,54.203312418180616
203099,2013-14,Jared Cunningham,2TM,41.39637610993914,43.330218357699586,60.42349056272195
203099,2014-15,Jared Cunningham,LAC,40.0,39.44871892312501,40.705133071290454
203099,2015-16,Jared Cunningham,2TM,29.8416582519636,30.761506011701,55.24449582777712
203100,2013-14,Tony Wroten,PHI,40.02186047003657,53.41847621551259,51.82694559206855
203100,2014-15,Tony Wroten,PHI,55.938062216877334,66.81531163465444,54.30800843229394
203100,2015-16,Tony Wroten,PHI,27.22343065076127,29.801577531344705,38.47508560133667
203101,2013-14,Miles Plumlee,PHO,79.23116936651695,67.23979937286565,84.85190518805234
203101,2014-15,Miles Plumlee,2TM,73.2514607676154,62.41508982528885,83.0751600026522
203101,2015-16,Miles Plumlee,MIL,70.0,65.84241878818293,70.98678972516089
203101,2016-17,Miles Plumlee,2TM,28.819040504844853,29.485021998045198,60.78952532572768
203101,2017-18,Miles Plumlee,ATL,47.677324120962716,40.87476223345651,77.59439651507445
203101,2018-19,Miles Plumlee,ATL,40.0,42.14660342547763,56.14557686029086
203102,2013-14,Arnett Moultrie,PHI,28.726944164207367,30.349590845415758,44.50740933842095
203103,2013-14,Perry Jones,OKC,66.26707965290394,64.896410025964,70.19943894312871
203103,2014-15,Perry Jones,OKC,44.71810891065506,51.089433762774036,58.650661382947064
203104,2013-14,Marquis Teague,2TM,27.74209781024991,27.712289059687638,53.16559032614087
203104,2017-18,Marquis Teague,MEM,37.55814148062604,39.26881594561142,45.45599907865348
203105,2014-15,Festus Ezeli,GSW,46.011816984938115,34.43615076042849,65.35383310743879
203105,2015-16,Festus Ezeli,GSW,82.45517858195123,74.60013474176434,85.93263355503716
203106,2013-14,Jeffery Taylor,CHA,46.371195926782455,47.138586715921086,71.2276861910624
203106,2014-15,Jeffery Taylor,CHA,40.0,44.77685149398508,59.29856344292134
203107,2016-17,Tomas Satoransky,WAS,57.53575690080594,56.65679044526154,70.45475853638729
203107,2017-18,Tomas Satoransky,WAS,82.76193556297792,83.45158646595046,70.03069814930835
203107,2018-19,Tomas Satoransky,WAS,81.16347408922212,85.72720373850692,64.02203120597382
203107,2019-20,Tomas Satoransky,CHI,74.01082650400305,76.7152297193201,69.30483277961783
203107,2020-21,Tomas Satoransky,CHI,75.7821630578789,77.59596751381694,69.8434382733124
203107,2021-22,Tomas Satoransky,3TM,59.33329026252747,62.61376496670007,66.8466001279907
203108,2013-14,Bernard James,DAL,40.0,29.5257514114737,59.869270063861016
203108,2014-15,Bernard James,DAL,51.15761965353156,40.860385699692884,60.30941753761478
203109,2013-14,Jae Crowder,DAL,82.73055756579525,77.4407733961279,80.72354628574767
203109,2014-15,Jae Crowder,2TM,88.70308781600595,88.99608664325729,75.53584589332675
203109,2015-16,Jae Crowder,BOS,97.42003371789724,93.6778187621657,87.78784237903312
203109,2016-17,Jae Crowder,BOS,96.48330130225577,93.70167863683399,78.94755080721421
203109,2017-18,Jae Crowder,2TM,70.15128586160567,81.52163733430805,63.5439342845678
203109,2018-19,Jae Crowder,UTA,86.99996489179014,87.10408366558778,73.88003859404695
203109,2019-20,Jae Crowder,2TM,84.43676398753223,84.05819224300761,73.60326251742504
203109,2020-21,Jae Crowder,PHO,85.74111603816078,83.24399741945392,78.41168975914835
203109,2021-22,Jae Crowder,PHO,93.68411185609041,79.17778680193076,92.60380875398732
203109,2022-23,Jae Crowder,MIL,79.9031728223671,77.4640209489702,73.69931695832493
203109,2023-24,Jae Crowder,MIL,64.48803448510952,66.31819198489637,70.44640430474664
203109,2024-25,Jae Crowder,SAC,40.56256801557583,49.17114863066642,58.74219033471378
203110,2013-14,Draymond Green,GSW,94.67433777993934,70.62383933696404,96.54888189967254
203110,2014-15,Draymond Green,GSW,98.52109498034429,92.76442796298386,97.8184342805893
203110,2015-16,Draymond Green,GSW,99.60821171117308,97.8631784205816,98.80305160992415
203110,2016-17,Draymond Green,GSW,99.42171815211427,95.35150590637167,99.47213072124343
203110,2017-18,Draymond Green,GSW,98.06930550734381,91.27443149279388,95.99060238956093
203110,2018-19,Draymond Green,GSW,96.34439076375557,76.58228835824615,97.0763237043887
203110,2019-20,Draymond Green,GSW,81.21995685532643,56.045107421264774,94.35400982919154
203110,2020-21,Draymond Green,GSW,96.73930793682922,78.22871754869534,97.65916345153192
203110,2021-22,Draymond Green,GSW,96.44861983769665,67.79797563528975,98.17821635672992
203110,2022-23,Draymond Green,GSW,96.05036849174095,67.68418272575406,97.22228609516074
203110,2023-24,Draymond Green,GSW,96.20216708273671,75.34405763792509,96.13000287819041
203110,2024-25,Draymond Green,GSW,92.68522238778608,68.92721810997344,96.7822148608389
203110,2025-26,Draymond Green,GSW,73.44139787818649,58.06243914240904,88.7594585291026
203111,2013-14,Orlando Johnson,2TM,30.250620615673714,30.278802999986688,53.818779066405774
203111,2015-16,Orlando Johnson,2TM,40.0,45.58260417377623,55.12473986064725
203112,2013-14,Quincy Acy,2TM,63.8678409333966,61.77700301945918,72.85681051503822
203112,2014-15,Quincy Acy,NYK,59.45765193567501,54.52394356683426,74.25873903347942
203112,2015-16,Quincy Acy,SAC,70.29166696599451,67.32903741440926,73.87049089143648
203112,2016-17,Quincy Acy,2TM,75.5289880436501,72.54569517147134,72.48810546298606
203112,2017-18,Quincy Acy,BRK,59.849749930953585,63.50316678274159,70.56689402162029
203112,2018-19,Quincy Acy,PHO,40.0,35.23368965142762,61.90690617368827
203113,2013-14,Quincy Miller,DEN,58.18187711195052,57.72841579297835,69.90905855966858
203113,2014-15,Quincy Miller,2TM,40.24534626046334,44.111220543592424,63.15872409302544
203114,2013-14,Khris Middleton,MIL,66.70904014526845,79.60699089432039,58.96918051732248
203114,2014-15,Khris Middleton,MIL,96.65008954316733,90.1887461923077,90.69348350089508
203114,2015-16,Khris Middleton,MIL,95.61869261052168,94.18812498752455,70.30827581063777
203114,2016-17,Khris Middleton,MIL,81.4753227100255,86.10677078071649,73.10605168182532
203114,2017-18,Khris Middleton,MIL,96.23578289624149,95.56286367317557,66.58900650101245
203114,2018-19,Khris Middleton,MIL,96.55756540055675,95.07381634528403,78.24824107783502
203114,2019-20,Khris Middleton,MIL,98.59401577851096,97.05327328291038,87.82592353862357
203114,2020-21,Khris Middleton,MIL,96.6057559814587,95.85685218357023,74.24367362183229
203114,2021-22,Khris Middleton,MIL,96.24021487298278,95.80409720937513,70.06069673658872
203114,2022-23,Khris Middleton,MIL,85.09371316045855,93.78115004066143,63.92587829748201
203114,2023-24,Khris Middleton,MIL,87.53616406415053,93.9967850040493,60.92193944900321
203114,2024-25,Khris Middleton,2TM,81.05229909053267,89.50902835851917,62.147765168254466
203114,2025-26,Khris Middleton,WAS,55.69523621789618,71.7870418057382,53.89129531514878
203115,2013-14,Will Barton,POR,44.626623940719135,41.17674978440824,56.800915005063565
203115,2014-15,Will Barton,2TM,70.0,62.50795538760887,79.91737910633113
203115,2015-16,Will Barton,DEN,79.2777536172199,85.77257241453447,58.415868238102604
203115,2016-17,Will Barton,DEN,81.06586995162124,89.66087029579597,59.121959907311265
203115,2017-18,Will Barton,DEN,88.7644899804322,93.5421067501809,59.85514886055271
203115,2018-19,Will Barton,DEN,60.75989217399641,74.68121161997087,59.49915803666598
203115,2019-20,Will Barton,DEN,89.0104555514977,89.92009347967061,70.84568584893515
203115,2020-21,Will Barton,DEN,80.53199832250405,86.62635977577055,67.69829019270082
203115,2021-22,Will Barton,DEN,80.27022485081524,80.76584201671065,69.48338964726229
203115,2022-23,Will Barton,2TM,54.36564768379217,62.87852198677463,59.92925977718938
203116,2013-14,Tyshawn Taylor,BRK,25.0,27.49008503892349,38.758239348050544
203117,2013-14,Doron Lamb,ORL,54.62745800507461,57.42423969633275,56.41729402078346
203118,2013-14,Mike Scott,ATL,64.25925599921122,75.4470621131708,56.78873165384453
203118,2014-15,Mike Scott,ATL,70.0,80.70193174115991,61.03605985529753
203118,2015-16,Mike Scott,ATL,76.80324526734566,72.26828631296235,73.42446359833296
203118,2016-17,Mike Scott,ATL,35.72917337899299,38.81464489896503,52.78334129503905
203118,2017-18,Mike Scott,WAS,58.64633058727623,73.657523625515,54.52887972104236
203118,2018-19,Mike Scott,2TM,54.450175316400305,65.7982201344665,57.050324329879395
203118,2019-20,Mike Scott,PHI,74.62363909589084,83.75543800407955,60.02529155371059
203118,2020-21,Mike Scott,PHI,57.50024804576279,55.44917612035638,68.93442714197559
203120,2013-14,Justin Hamilton,2TM,38.61941837715759,36.565942040508375,41.814990868229664
203120,2014-15,Justin Hamilton,2TM,49.36459989488145,51.217386953513525,55.15748767686482
203120,2016-17,Justin Hamilton,BRK,60.31107586899249,61.71839981420076,65.2541734044192
203121,2013-14,Darius Miller,NOP,68.26461329631874,68.12871281584896,61.20892688644243
203121,2014-15,Darius Miller,NOP,27.97094833986257,28.036534275634267,44.74162342059966
203121,2017-18,Darius Miller,NOP,55.04958066757102,78.76608875665082,46.664352928945924
203121,2018-19,Darius Miller,NOP,57.23021064363923,78.37760191315851,50.552101661164286
203121,2020-21,Darius Miller,OKC,61.86456710969473,53.905424983108084,63.51540544653655
203123,2014-15,Kostas Papanikolaou,HOU,54.45299444497788,53.21817482759083,68.62801957896903
203123,2015-16,Kostas Papanikolaou,DEN,30.63592963777226,29.726339646709892,62.95009949936314
203124,2013-14,Kyle OQuinn,ORL,80.31449031907536,65.36914350264422,88.06502635934633
203124,2014-15,Kyle OQuinn,ORL,72.43026316012097,57.28416869816118,84.7405651990255
203124,2015-16,Kyle OQuinn,NYK,72.10917769208386,65.59899220045443,78.88013575860823
203124,2016-17,Kyle OQuinn,NYK,82.73192896698347,74.30498381439774,80.8077605206356
203124,2017-18,Kyle OQuinn,NYK,92.55331667964906,81.97807685353787,86.9922424316488
203124,2018-19,Kyle OQuinn,IND,53.59551756116462,50.36166786519305,64.68204092978786
203124,2019-20,Kyle OQuinn,PHI,82.34097650801566,82.3336920950933,76.26382827864015
203128,2014-15,Furkan Aldemir,PHI,64.52876500077328,64.12322776734335,67.75767545577975
203129,2013-14,Tornike Shengelia,2TM,28.467974434834467,30.589117598093146,45.59232970041427
203130,2013-14,Darius Johnson-Odom,PHI,29.367138093295267,30.17073876379322,52.483134716994535
203133,2013-14,Robbie Hummel,MIN,70.0,71.84347052285474,64.15098787399832
203133,2014-15,Robbie Hummel,MIN,57.900185677452995,66.92468807609966,59.475027998115756
203135,2013-14,Robert Sacre,LAL,58.74797450860224,54.58791102182272,73.22515468482324
203135,2014-15,Robert Sacre,LAL,56.36616026360543,52.8242178338671,72.1563443249331
203135,2015-16,Robert Sacre,LAL,58.08801559233282,57.48751868313236,70.39281558796785
203136,2013-14,Ognjen Kuzmic,GSW,26.955636268620797,26.384979366822833,45.268320013660656
203136,2014-15,Ognjen Kuzmic,GSW,37.29659773659287,29.450692914539918,49.42375149739111
203138,2013-14,Hollis Thompson,PHI,56.29749721110617,65.28660077989137,57.500215523998854
203138,2014-15,Hollis Thompson,PHI,59.01519602694244,62.49759924964146,61.091815773272394
203138,2015-16,Hollis Thompson,PHI,40.0,58.555988537728254,39.90548596607588
203138,2016-17,Hollis Thompson,2TM,54.535052195508335,57.71755286557587,60.21279073328281
203139,2013-14,Viacheslav Kravtsov,PHO,29.00739431050378,31.662581556818008,42.379519409305864
203141,2013-14,Mirza Teletovic,BRK,72.7144724473363,87.5069554793502,57.61394263766394
203141,2014-15,Mirza Teletovic,BRK,65.92603465673398,66.19934828539533,71.01440260611406
203141,2015-16,Mirza Teletovic,PHO,80.6502514835061,91.78821983210823,52.11973571737512
203141,2016-17,Mirza Teletovic,MIL,60.39451204748615,79.3858365275821,57.886745156345015
203141,2017-18,Mirza Teletovic,MIL,40.0,52.82135640463648,38.49288146711265
203142,2013-14,Chris Copeland,IND,55.80699308683387,65.88320889464082,50.57919542033346
203142,2014-15,Chris Copeland,IND,52.62146592321519,60.18975802909414,59.50948321832364
203142,2015-16,Chris Copeland,MIL,28.13020311673343,35.479247693979794,35.43611283317658
203143,2013-14,Pablo Prigioni,NYK,87.88933977193291,86.76370203522795,75.9897869585084
203143,2014-15,Pablo Prigioni,2TM,80.24731560463903,76.88267408207084,75.1394373207174
203143,2015-16,Pablo Prigioni,LAC,69.05980600099251,60.91311529995484,70.83164616311535
203144,2013-14,Alexey Shved,MIN,64.43023788374514,65.12537052970413,67.99191650386297
203144,2014-15,Alexey Shved,3TM,70.0,82.99671263849342,41.79330866044331
203145,2013-14,Kent Bazemore,2TM,31.254978602236562,31.110814241912735,59.24071056872661
203145,2014-15,Kent Bazemore,ATL,63.91531508080866,53.02947647305736,80.24614222855017
203145,2015-16,Kent Bazemore,ATL,84.82231497186034,68.58152355645882,88.94273416696355
203145,2016-17,Kent Bazemore,ATL,74.53838844337622,67.64314335965061,78.79159931742896
203145,2017-18,Kent Bazemore,ATL,81.16684488005397,72.33582344011013,78.33053002935995
203145,2018-19,Kent Bazemore,ATL,58.313884356347415,57.141458320435184,71.24987365637176
203145,2019-20,Kent Bazemore,2TM,62.53567188732731,54.36001215360743,80.42195042860193
203145,2020-21,Kent Bazemore,GSW,78.41016887452483,56.30300122938192,91.15151262799648
203145,2021-22,Kent Bazemore,LAL,53.01611221260631,49.44620911090505,76.69468137255166
203146,2013-14,Maalik Wayns,LAC,40.0,31.17666808874239,43.81142555728813
203147,2013-14,Chris Smith,NYK,29.296420873835032,43.306640441583106,34.954866487839396
203148,2013-14,Brian Roberts,NOP,63.234972606464275,80.45930309573055,52.80189593144628
203148,2014-15,Brian Roberts,CHO,67.94996484758354,69.80642880324622,61.84627237375659
203148,2015-16,Brian Roberts,2TM,61.678912454335176,68.83113586539409,60.67473380611336
203148,2016-17,Brian Roberts,CHO,50.59726874673271,56.5336834643088,58.335756411502025
203156,2013-14,Henry Sims,2TM,71.45094370973631,77.29242065674366,63.579139895851405
203156,2014-15,Henry Sims,PHI,53.209685952007526,50.90526512279717,67.81559189604558
203156,2015-16,Henry Sims,BRK,40.0,33.84417773849743,50.913195144516344
203159,2018-19,Scott Machado,LAL,54.39499384175473,56.80094480271904,55.29317997234428
203186,2015-16,Willie Reed,BRK,74.26876280984555,69.07630168271395,73.84812565120758
203186,2016-17,Willie Reed,MIA,80.08100783202809,69.37323724732785,80.73076997523948
203186,2017-18,Willie Reed,2TM,67.15558317509046,56.98670937929195,71.85646087472674
203187,2013-14,Chris Johnson,BOS,70.0,71.12520839749149,61.15902296545418
203187,2014-15,Chris Johnson,3TM,43.26082497509711,46.45401921393759,60.36471592529567
203187,2015-16,Chris Johnson,UTA,70.0,57.3218388141109,81.43047900493109
203197,2013-14,Diante Garrett,UTA,45.65781327086268,50.421399043619374,60.6959952363329
203200,2014-15,Justin Holiday,GSW,54.85471297762308,39.911634039170515,66.5431903083809
203200,2015-16,Justin Holiday,2TM,63.361794200584505,61.845521213858945,73.69328991669369
203200,2016-17,Justin Holiday,NYK,70.4540595158377,73.32254663944425,67.90679247005362
203200,2017-18,Justin Holiday,CHI,72.12100165187724,67.67377404401745,73.3022742693016
203200,2018-19,Justin Holiday,2TM,59.76140061912599,53.009900219907024,74.83829873462216
203200,2019-20,Justin Holiday,IND,83.23619023401423,70.71193630928663,82.87121061954997
203200,2020-21,Justin Holiday,IND,70.0,73.170275448198,67.06043433086761
203200,2021-22,Justin Holiday,2TM,64.80514019912637,69.21665610333415,61.56948694768536
203200,2022-23,Justin Holiday,2TM,43.82244355822734,54.10486745414039,58.48948190113595
203200,2023-24,Justin Holiday,DEN,40.0,44.224817872452654,54.36526529142847
203210,2014-15,JaMychal Green,2TM,40.0,33.356088376570895,56.32006399434155
203210,2015-16,JaMychal Green,MEM,70.0,68.793017118004,71.97370764320786
203210,2016-17,JaMychal Green,MEM,81.37331854502668,69.5233007835227,81.82455708318815
203210,2017-18,JaMychal Green,MEM,65.28069627646198,68.05481875537137,62.56284280037266
203210,2018-19,JaMychal Green,2TM,70.0,65.24166250226597,71.54522192187045
