NBA_ID,Season,Player,RotationRole,MIN,MissingBaseCount,MissingBaseColumns
2544,2015-16,LeBron James,Star,2705.6,2,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS
2546,2013-14,Carmelo Anthony,,2979.9,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2546,2014-15,Carmelo Anthony,,1428.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2546,2018-19,Carmelo Anthony,Key Rotation,294.0,3,BF Floating_shot_FGM | EJ Pickpocket Rating | HE OFFSCREEN_POSS
2546,2019-20,Carmelo Anthony,Starter,1902.3999999999999,1,HE OFFSCREEN_POSS
2546,2020-21,Carmelo Anthony,Key Rotation,1690.5,1,HE OFFSCREEN_POSS
2547,2013-14,Chris Bosh,,2528.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2547,2014-15,Chris Bosh,,1557.6,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2547,2015-16,Chris Bosh,Star,1775.5,1,FC DEFLECTIONS
2548,2013-14,Dwyane Wade,,1776.6,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2548,2014-15,Dwyane Wade,,1971.6000000000001,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2548,2015-16,Dwyane Wade,Starter,2257.0,2,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS
2548,2017-18,Dwyane Wade,Key Rotation,1534.3,1,HE OFFSCREEN_POSS
2549,2013-14,Chris Kaman,,737.0999999999999,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2549,2014-15,Chris Kaman,,1398.6,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2549,2015-16,Chris Kaman,Garbage Time,112.0,6,BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | FC DEFLECTIONS | GA Ball Screen Navigation | HE OFFSCREEN_POSS
2550,2013-14,Kirk Hinrich,,2117.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2550,2014-15,Kirk Hinrich,,1610.3999999999999,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2550,2015-16,Kirk Hinrich,Rotation,630.1999999999999,1,HE OFFSCREEN_POSS
2555,2013-14,Nick Collison,,1352.7,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2555,2014-15,Nick Collison,,1102.2,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2555,2015-16,Nick Collison,Rotation,702.1,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
2555,2016-17,Nick Collison,Garbage Time,128.0,1,HE OFFSCREEN_POSS
2555,2017-18,Nick Collison,Garbage Time,75.0,3,K 3PT Shot Making | EJ Pickpocket Rating | HE OFFSCREEN_POSS
2557,2013-14,Luke Ridnour,,1140.7,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2557,2014-15,Luke Ridnour,,681.5,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2561,2013-14,David West,,2472.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2561,2014-15,David West,,1894.2,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2563,2014-15,Dahntay Jones,,122.10000000000001,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2563,2015-16,Dahntay Jones,Too Few Games,42.4,5,EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | FC DEFLECTIONS | GA Ball Screen Navigation | HE OFFSCREEN_POSS
2563,2016-17,Dahntay Jones,Too Few Games,12.0,5,BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | GF Post Defense | HE OFFSCREEN_POSS
2564,2013-14,Boris Diaw,,1975.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2564,2014-15,Boris Diaw,,1984.5,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2564,2015-16,Boris Diaw,Rotation,1383.2,2,EE CONTESTED_SHOTS_3PT | HE OFFSCREEN_POSS
2564,2016-17,Boris Diaw,Rotation,1284.8000000000002,1,HE OFFSCREEN_POSS
2566,2013-14,Travis Outlaw,,1064.6999999999998,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2570,2013-14,Kendrick Perkins,,1209.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2570,2014-15,Kendrick Perkins,,1149.1999999999998,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2570,2015-16,Kendrick Perkins,Rotation,540.1999999999999,4,K 3PT Shot Making | EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
2570,2017-18,Kendrick Perkins,Too Few Games,14.5,7,K 3PT Shot Making | BF Floating_shot_FGM | EJ Pickpocket Rating | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | HE OFFSCREEN_POSS
2571,2013-14,Leandro Barbosa,,368.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2571,2014-15,Leandro Barbosa,,983.4,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2571,2015-16,Leandro Barbosa,Rotation,1081.2,1,EE CONTESTED_SHOTS_3PT
2581,2013-14,Steve Blake,,1496.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2581,2014-15,Steve Blake,,1530.8999999999999,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2581,2015-16,Steve Blake,Rotation,986.0,3,BF Floating_shot_FGM | EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS
2584,2013-14,Willie Green,,869.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2584,2014-15,Willie Green,,951.6,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2585,2013-14,Zaza Pachulia,,1325.0,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2585,2014-15,Zaza Pachulia,,1730.1,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2585,2015-16,Zaza Pachulia,Key Rotation,2006.3999999999999,2,K 3PT Shot Making | HE OFFSCREEN_POSS
2585,2016-17,Zaza Pachulia,Key Rotation,1267.0,1,HE OFFSCREEN_POSS
2585,2017-18,Zaza Pachulia,Rotation,972.9,2,K 3PT Shot Making | HE OFFSCREEN_POSS
2585,2018-19,Zaza Pachulia,Rotation,877.2,2,K 3PT Shot Making | HE OFFSCREEN_POSS
2586,2013-14,Keith Bogans,,55.199999999999996,25,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BF Floating_shot_FGM | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2588,2013-14,Matt Bonner,,689.3000000000001,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2588,2014-15,Matt Bonner,,936.0,24,K 3PT Shot Making | L Midrange Shot Making | AI 3PT Pull Up Talent | AJ Midrange Pull Up Talent | AK Pull-Up Shooting Talent | AL Off-Ball Shot Making | AW Putback Scoring Impact Per 75 Possessions | BG Floater Talent | CY Passing Creation Quality | CZ High Value Assists Per 75 Possessions | DY Lob Passing Creation Rate | EE CONTESTED_SHOTS_3PT | EJ Pickpocket Rating | EL Stable Recovered Blocks% | FC DEFLECTIONS | FD Passing Lane Defense | FJ Off-Ball Chaser Defense | FS Perimeter Isolation Defense | GA Ball Screen Navigation | GF Post Defense | GK BOX_OUTS | GT SCREEN_ASSISTS | HD Off-Ball Gravity | HE OFFSCREEN_POSS
2588,2015-16,Matt Bonner,Garbage Time,207.0,3,EE CONTESTED_SHOTS_3PT | FC DEFLECTIONS | HE OFFSCREEN_POSS
